restaurant_name,name,description,address,url,img_1,img_2,img_3,img_4,img_5,種類_中,種類_日,種類_法,種類_泰,種類_美,種類_西,種類_韓,類型_咖啡,類型_地方,類型_小吃,類型_居酒,類型_火鍋,類型_甜點,類型_聚餐,類型_茶館,類型_酒吧,類型_餐酒,氛圍_安靜,氛圍_家庭,氛圍_時尚,氛圍_浪漫,氛圍_熱鬧,氛圍_約會,氛圍_聚餐,氛圍_舒適
蒔,shi,以「蒔」為名，取其栽種之意，與入口處的日式庭院造景互相呼應，環境雅致。菜色以割烹料理為主軸，並安排壽司穿插其中，廚師也按在地人的喜好作口味上的調整。除了日本食材，也採用臺灣東北角的海鮮，並根據時令變更每日菜單，當中以煮物尤其令人驚艷。套餐份量豐富，可提前與店家商量作彈性處理。,"大安區濟南路三段39-1號, Taipei, 106, 臺灣",https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/shi,6535e06393dd4182aa9993f41185e726.jpeg,512eaac387f44188a18db25aa12e642b.jpeg,9f286b4705e94ae68521a83eecdd5ea3.jpeg,3a9cc6e34b1d4f8781caa1c00594e58c.jpeg,ebfebb1023c24f08bd72cc339b9ea209.jpeg,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
元紀,yuen-ji,餐室耗時兩年打造，空間設計糅合東西方美學，飾以藤編牆面、手工絲綢吊燈等，充滿藝術品味。由主廚林菊偉掌廚，菜單詮釋臺灣四百年來的飲食與民族融合，透過精巧的刀工與技法，將尋常家常菜演變為精緻又細膩的菜色。除了體驗套餐，亦可預訂涵括手工菜餚的主廚套餐。採用一桌一茶席形式，每桌均有侍茶師款待。鹿港麵茶杏仁露值得一試。,"西屯區安和東路5號, Taichung, 407022, 臺灣",https://guide.michelin.com/tw/zh_TW/taichung-region/taichung/restaurant/yuen-ji,cc99dea1510541c686eefb7615803c0b.jpeg,de28dfbaed454fc1995d60ed91087502.jpg,1c29586988e84d05813034a48553f506.jpg,7788029c632f4478b58733eb5d2e6f54.jpg,496af4297c05457f860880a6169e7ebc.jpg,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
阿坤麵,a-kun-mian,顧名思義，麵店由阿坤創辦，目前已經超過五十年歷史，傳至第三代掌舵。小店幾乎沒有裝潢，客人要先在門口點選食物，然後尋找座位。每天早上至中午提供古早味乾麵，搭配特製甜辣醬，十分滋味。湯則可選擇不同配料，包括最受歡迎的水晶餃、油豆腐，還有貢丸、豬血和福州丸等。亦可選綜合湯。,"中區平等街142號, Taichung, 400, 臺灣",https://guide.michelin.com/tw/zh_TW/taichung-region/taichung/restaurant/a-kun-mian,c10a99b5e42c47d5bdeb31f5aa48ef05.jpeg,ed3c5f079ac64bd6874007e8de288ae2.jpeg,1961cdc23ed54c14a6caba6d041f397e.jpeg,d9189c5c6e914207ae87e2fc25ac978e.jpeg,8bcda4895a52423b9111f7f117eb6db4.jpeg,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
舊市羊肉 (岡山),joes-gangshan,岡山是知名羊肉產區，到此自然不能錯過羊肉料理。此店創立於1955 年，老闆早年經營現宰羊肉買賣，現時仍每天採買羊隻，並於現場切割。招牌菜為溫潤滋補的當歸羊肉爐；如果想品嚐羊肉的原味，建議以白切羊肉搭配特製豆瓣醬，風味十足。苦瓜羊肉等熱炒料理亦不容錯過。店家更提供三個份量供選擇，非常貼心。,"岡山區河華路111號, Kaohsiung, 820, 臺灣",https://guide.michelin.com/tw/zh_TW/kaohsiung-region/kaohsiung/restaurant/joes-gangshan,25e90f760cdf40bc81dfc6fd37d19b73.jpeg,6df265cbb6f1426185f341b4185e5d54.jpeg,f814a84acd0d48f7a3eadfc3511ad6e6.jpeg,2d3637745149407188aa6395ece8ca01.jpeg,fa856a2204484d298b7eb09e1d3fbadc.jpg,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
心宴,amaze,室內擺放了臺灣當代藝術家的畫作與雕塑，讓環境更顯活潑生氣。掌杓逾30年的主廚擅長烹調杭州與江浙料理，並不拘泥於傳統框架，不單將經典老菜與西式技術融會貫通，還採用客家醃菜、日本海藻、番紅花等特色食材，以十道菜套餐呈現，菜色風格自由奔放，饒富創意。精選茶品圍繞菜餚主題而設計，可進一步提升用餐體驗。,"中山區明水路598號, Taipei, 臺灣",https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/amaze,e49b6442b7ee418d8c70a8b278e7f7da.jpeg,cccfda14d9c94cf3958f6084e6fe7e68.jpg,a945e9f0790c4c26955304434b599c89.jpg,cb344e03441a40bc9d8b1fb753e8fa46.jpg,b5e26ef288a84225a1cb3c9682196c3c.jpg,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
川泰號虱目魚丸,chuan-tai-hao-milkfish-ball,老闆曾在魚丸店工作超過30年，其後創立本店，提供小吃和選擇多樣的湯品、丸類。招牌脆丸使用純虱目魚漿製作，經過長時間反覆捶打，特具脆度與彈性。綜合湯品包含數款店家自製的丸類，還有新鮮的虱目魚肚和魚皮，食用時蘸點帶黃豆醬香的豆瓣醬，更加美味。滷肉飯油脂豐盈，結合香菜香氣，滋味令人難忘。,"中西區大同路一段222號, Tainan, 臺灣",https://guide.michelin.com/tw/zh_TW/tainan-region/tainan/restaurant/chuan-tai-hao-milkfish-ball,ff79f3e974f441698da071c6a68465ec.jpeg,038691b5c96a45e3ad89bbbc843a7187.jpeg,3918cf8802604d62af339b8ac2c8d577.jpeg,,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
范記金之園 (中區),chin-chih-yuan,創立自1978年，現已傳至第二代，其傳統滋味廣受好評，招牌菜為排骨草袋飯。早期的草袋飯是在手工編製的藺草草袋中烹煮而成，藺草混合米香，風味獨特。雖然草袋技術已凋零，店家仍然選用霧峰臺梗九號米，口感飽滿，配合特製的雪裡紅乾，鹹香滋味。另推薦秘製的排骨和沙茶炒牛肉。所有餐點均現點製作，須耐心等待。,"中區成功路170號, Taichung, 400, 臺灣",https://guide.michelin.com/tw/zh_TW/taichung-region/taichung/restaurant/chin-chih-yuan,6d1e1e0f777444a6849400dbde89234d.jpeg,4279c673cc0c48c6aac9cc6afdef96cc.jpg,773fc0e5b53c485a8514b808d9ddd242.jpeg,810673ed0aaf4cffa1cb6c124b244c76.jpeg,,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
阿美飯店,amei,裝潢明亮，氣氛雅致，餐廳創立初期所用的瓷盤現為店內陳設。一甲子以來，專於提供經典宴席料理及百年老菜，菜色忠於傳統，大廚秉承創辦人所學，並巧妙將食材鮮味與臺南式甘甜完美結合。推薦鎮店之寶、燉煮三小時而成的砂鍋鴨，適合多人分享；桂花干貝、洋燒花枝及肉米蝦也值得點選。不設電梯，長者宜預訂一樓座位。,"中西區民權路二段98號, Tainan, 臺灣",https://guide.michelin.com/tw/zh_TW/tainan-region/tainan/restaurant/amei,08473715b59946218eaf3c4eb4d1bb39.jpeg,8208e89a5d364aaaa9ce55f6a67466b6.jpg,a8ab891863bd46ca97e04fcb9caa36ad.jpeg,342d7538938b4e6b95a5d1992e182a98.jpg,d7e24368150c4ba388b9014964b699fd.jpeg,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
雄記蔥抓餅,hsiung-chi-scallion-pancake,蔥抓餅餅皮外脆內嫩，搭配特製的蜂蜜芥末醬和九層塔，香味四溢，毫不油膩。,"中正區羅斯福路四段108巷2號 (公館夜市), Taipei, 臺灣",https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/hsiung-chi-scallion-pancake,ba8c07bfb9d14dfeb52fa00003031186.jpeg,7e87445fe4f54d15814e05814f66e946.jpeg,956611d27bc94e838a5426e2d47aa377.jpeg,,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
盈科,eika,坐落在大稻埕市集附近。客人到達後會先於茶室享用迎賓飲品，再被引領進入二樓的主用餐區。僅提供一款套餐，主廚在日本料理的基礎上，結合臺灣食品和日本空運食材，以及發酵、熟成等技法，將醃製蔬菜與魚料融入料理之中，風味獨特。整室設計簡約，用餐區猶如黑色洞窟，明亮的開放式廚房，讓料理過程成為餐廳的一道風景。,"大同區民樂街58號, Taipei, 臺灣",https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/eika,001c4f0b1089486987d73b9131f24deb.jpg,188560626ee94f0883a9ff1cdefd069d.jpeg,619bb00719344f489090c2c5ab6676b2.jpeg,7661b81de82544be9877ba8809d43125.jpg,216914f2a9c24dfbb80e82c89cbf8b96.jpeg,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
永通虱目魚粥,yung-tung-milkfish,學甲區為臺南五大虱目魚產區之一，來到這裡，自然不能錯過虱目魚料理。永通虱目魚粥經營逾半世紀，每日以新鮮魚骨、魚肉熬煮高湯，味道鮮美，是粥品的靈魂。除了虱目魚料理，同時提供魚酥飯、草魚、吳郭魚、小鯉魚等魚料菜餚，滷菜如滷虱目魚頭、豬腳筋、魚皮等同樣一應俱全，選擇豐富。,"學甲區民權路60號, Tainan, 臺灣",https://guide.michelin.com/tw/zh_TW/tainan-region/tainan/restaurant/yung-tung-milkfish,cdf22cd5300444e9a7f9f77c7ac4e7a4.jpg,dd8fc6a90ab14964b6087601a8792ff5.jpg,5ea9dfe97c3a4dbdaf90e45ff905d5d3.jpg,f51974e5e43c4730be62ff0156401db4.jpeg,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Jarana,jarana,由來自馬德里的西班牙主廚創立，小酒館內氣氛熱絡，適合與朋友把酒言歡。菜單上除了經典小吃，亦提供香煎豬脆耳、西班牙鴨肝麵等佳餚。更可提前一周預訂客製化的燉飯或燉麵。以五種起司製作的招牌起司蛋糕同樣值得一試。主廚特別依據臺灣人口味調整鹹度，若想品嚐道地風味，不妨在點菜時提出。,"信義區忠孝東路四段553巷46弄8號, Taipei, 臺灣",https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/jarana,88bf3c87dfff44f286f7ad3be0290069.jpeg,c86f650666b040ac8fdfc070df900c2b.jpeg,9f3e33fc11bb429589ac015023dc827c.jpeg,41dae5c9045a4495b66b51c3b1e682e0.jpeg,fce1ad1dfa794d45a88746a4ade3f9d1.jpg,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
牡丹,mudan,極簡的裝飾與庭院造景，加上細膩服務，讓人愜意地享受天婦羅饗宴。料理長擁有數十年經驗，對食材特性、火候與油溫有透徹瞭解，每道菜僅掛上薄如蟬翼的麵衣，完美呈現食材的最佳狀態。單一套餐精選在地與日本的時令海鮮，並穿插各種蔬食，最後以手工蓮藕蕨餅與茶點畫下完美句點。僅接受12:30及18:30的訂位，須提前規劃。,"大安區四維路52巷17號, Taipei, 106, 臺灣",https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/mudan,e38a809add894462baf8c5583c05fb17.jpeg,d2bb2b74b6f64b29b46db1941f7c8340.jpeg,f0938f57987f4a49ad6fa0a72b2b28e5.jpeg,d31bccddb4bd49539f8dcc920eebf12e.jpg,85a934d36b7648a981fd1205a8bc156f.jpg,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
可口牛肉麵,ke-kou-beef-noodles,由夫妻檔經營，裝潢潔淨明亮，讓客人在舒適的環境下享用麵食。特別推薦紅燒半筋半肉牛肉麵，湯頭以三十餘種中藥材熬煮數小時至濃郁香醇，搭配彈牙的細拉麵，以及軟嫩帶彈性的牛筋和澳洲腱子肉，滋味可口。也可以嚐嚐這裡的滷菜，尤其是帶中藥香氣的滷牛肚。海帶看似簡單，卻充滿鹹甜滋味，甚為特別。,"西屯區大墩路911號, Taichung, 407, 臺灣",https://guide.michelin.com/tw/zh_TW/taichung-region/taichung/restaurant/ke-kou-beef-noodles,e1d96dfdd03b43409baa3cb52f16e1fc.jpeg,87423b7f093f4bf495e46379f5ad95ab.jpeg,aea904617f11491cab943578ade276b5.jpeg,7f6f77ae51954dea95ff3c326eb1e1d0.jpeg,a8d44611c2cb435787f4f15102478b54.jpeg,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
小公園擔仔麵,small-park-danzai-noodles,麵店創立逾七十年，見證府城變遷，亦是很多在地人的集體回憶，由於開業時毗鄰小公園，因而得名。小店沿用傳統方式烹調擔仔麵，甫踏進店即見老闆坐於矮桌前專心煮麵。提供乾麵及湯麵，建議選擇後者，品嚐濃厚香醇的湯頭，搭配去殼火燒蝦、肉燥與口感出眾的油麵，滋味樸實。加配滷味或配菜，便是簡單美味的一餐。,"中西區西門路二段321號, Tainan, 臺灣",https://guide.michelin.com/tw/zh_TW/tainan-region/tainan/restaurant/small-park-danzai-noodles,6d31804a7e874087abcc23ed641718ef.jpeg,a2861f24107b4f4b9b824411613e2f1b.jpg,,,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
PI,pi,店名源自無限不循環的圓周率(π)，寄語餐廳能有無窮不盡的創意和可能。工業風裝潢十分簡約，設有半開放式廚房，拉近廚師與客人之間的距離，氣氛溫暖而輕鬆。提供包含六道菜的單一套餐，以歐陸菜為主，並以時令蔬食點綴，其中一道固定以炭烤風格呈現。套餐價格親民之餘，服務團隊亦親切友善。,"南屯區大進街373號2樓, Taichung, 臺灣",https://guide.michelin.com/tw/zh_TW/taichung-region/taichung/restaurant/pi,665e3572bda94098ab63f88bd01ac15c.jpeg,bb9926a2b8624c269ec222507f0e0c4c.jpeg,b5467e34b8854fdd9c91bb73d4f563c2.jpeg,d046d99963924a8b861b84bc7412516a.jpeg,6fc260f66fab454bafb3d0727e5b7a32.jpeg,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
東香台菜海味料理,dong-shang-taiwanese-seafood,主廚擔任總舖師三十年，重視環境友善與在地取材，特別在菜單標示選用溯源食材的菜餚，令人吃得安心。提供經典辦桌臺菜及創新美食，菜色設三種分量，滿足各種需求。主廚更為在地特產虱目魚取名「思慕魚」，並供應各式料理，而具產銷履歷的草本白蝦亦值得一試。備有中英日語菜單，方便旅客及招待外賓。,"安南區安中路六段217號, Tainan, 709, 臺灣",https://guide.michelin.com/tw/zh_TW/tainan-region/tainan/restaurant/dong-shang-taiwanese-seafood,b62f36409a7346e3b82e1b25a23f18b0.jpeg,76c291b84c73492189a558052f7c10bc.jpeg,a1f98b0059ba4147b4364fd164d1bf56.jpeg,86cb3031311a4ee49a3ea1cec1e0bae4.jpeg,5887e694744646a897081a220bf4d5d1.jpeg,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
香色,xiang-se,由古董傢俱經營者所建構的空間，走過入口的石路庭院，便是擺放著老件傢俱的餐室，斑駁的牆面搭配圓弧木窗框，在暖黃燈光映照下，整室氛圍既復古又獨特，適合情侶約會或朋友聚餐。年輕主廚將其於美、澳工作的經驗融入套餐之中，菜色運用各式歐陸技法，同時又加入南洋及其藏族妻子的家鄉風情，充滿新意。,"中正區湖口街1-2號, Taipei, 100, 臺灣",https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/xiang-se,c831f24f59844094ace1ba8ec2da27ea.jpeg,8ce07ec50ba7406bb81defe73412db68.jpeg,104d16e88f1343dc8ea50ce28cd21d3d.jpeg,a03219cccb95478eb2adc84bdd000be2.jpg,c89fb9c6667045de8206b460e40e8564.jpeg,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
膳馨 (西區),shan-shin,菜單以臺菜為基礎，結合客家與四川料理元素，帶來口味充滿新意的自創菜色。此外，餐廳標榜健康理念，不僅減少油鹽烹調，也採用產銷履歷與可溯源的食材，如梨山高麗菜、臺南虱目魚肚等。若與三五知己同往，建議參考店家預定菜色，款式多樣且適合分享。用餐環境雅致，在庭園造景作伴下享用美食，誠然是賞心樂事。,"西區存中街21號, Taichung, 403, 臺灣",https://guide.michelin.com/tw/zh_TW/taichung-region/taichung/restaurant/shan-shin,a8c4c0911c5745918774294d07e37a28.jpeg,69b4467e29bc4845b6a33ba428b44766.jpeg,50f2667ca31747e59cd53f09b0539b2d.jpeg,fdd81085b64f481faa4eb06e8525b568.jpeg,8ca09564bbf74f28926d1d81d0a18153.jpeg,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
謝掌櫃,xie-shopkeeper,店家雖然於2018年才開業，但憑著古早美食和海鮮粥，大獲好評。虱目魚海鮮總匯粥為其招牌，採用典型南部飯湯風格，加入虱目魚魚皮、魚肉、魚丸、鮮蝦、蛤蠣和花枝等，鮮味無窮。此外，鹽蒸石斑魚味道甘甜，富含膠質的魚皮與鹹香醬汁搭配得天衣無縫，值得一試。餐點均現點現煮，絕不添加味精，值得耐心等待。,"安平區運河路23巷5號, Tainan, 臺灣",https://guide.michelin.com/tw/zh_TW/tainan-region/tainan/restaurant/xie-shopkeeper,69b4f877639a404aa3f92c9dd15ced5c.jpeg,54adf4200b78412d8e7f4e32c744c48f.jpeg,,,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
廖記米糕,liao-chi-migao,創立自1955年，現由第三代經營，數十年來僅販售米糕、四神湯和麵線三種食品。硐仔米糕為其招牌，以特製的陶瓦筒蒸煮，讓在來米粒粒分明且富彈性。上桌時，佐以肉燥醬汁、肉鬆與醬黃瓜，滋味樸實，令人回味。搭配清澈甘美的四神湯，便成為經典的在地組合。每日供應有限，建議提前到訪，以免向隅。,"橋頭區橋南路119號, Kaohsiung, 臺灣",https://guide.michelin.com/tw/zh_TW/kaohsiung-region/kaohsiung/restaurant/liao-chi-migao,f18292f2bfa24462983fb44fd00cf85c.jpg,53574126d971474da916d856f41e0e54.jpg,,,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Marc L³,marc-l,主廚暨老闆曾經旅外十多年，返臺後在鹽埕市場擺攤，大獲好評。後於2021年創立此店，將臺灣在地蔬食，糅合西式烹調方法，顛覆大眾的既定印象。僅提供單一的九道菜套餐，並會依據當天採買而調整菜色。以橫跨各世代與地域的經典金曲作背景音樂，氣氛輕鬆愉快。建議搭配餐廳設計的調酒佐餐，令餐飲體驗更圓滿。,"前金區仁義街231號, Kaohsiung, 80145, 臺灣",https://guide.michelin.com/tw/zh_TW/kaohsiung-region/kaohsiung/restaurant/marc-l,baa88296cf9942119746be44af41c57f.jpg,f8301ac24bf343d4a13e6745af2f7132.jpeg,ab41ba2075ee47669a43d41c169118bc.jpg,37553cbd18bb475bb283f82f4ef74d4b.jpg,16709452a7374a17bed4db75429ea9e7.jpeg,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
梵燒肉,vanne-yakiniku,日本Yoroniku的姐妹店，環境典雅。建議選坐吧檯位置，方便向服務人員了解肉品知識。提供多款日本和牛部位，由廚師團隊自行切割。其中翼板肉烤至恰到好處，搭配醬汁和有機蛋黃，味道、口感均達致平衡。精力湯中的牛舌軟嫩可口、肉味濃郁，不容錯過。另備有三明治、米飯、麵食等隱藏菜單，不妨於預訂時查詢。,"大安區敦化南路一段235號2樓, Taipei, 106, 臺灣",https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/vanne-yakiniku,93a3ea8cda5e45319c7b33fa8762d4fd.jpg,be89d4dd179b4bf6a1bfeddc50d714ad.jpg,48c46a6759694d2c9727a0b8605ed02e.jpeg,825fcf3d01624ef588dd605072416ea7.jpeg,ef77aaaf11ad4aa0b92d040cbce267b8.jpg,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
貳哥食堂,erge-shih-tang,主廚遵循「老二哲學」，期望低調地站穩腳步，故以此取名。用餐空間小巧溫馨，菜單則提供口味健康的臺式家常菜，適合與朋友相聚。招牌菜為化骨醬燒秋刀魚，一如其名，魚骨燉煮至軟綿可食，鮮美魚肉伴以香甜醬汁，甚是下飯。而主食除了白飯，也可選豬油拌飯、肉燥飯，甚或現點現蒸的千絲芋香糕，其綿滑滋味，值得一試。,"鼓山區青海路145號, Kaohsiung, 臺灣",https://guide.michelin.com/tw/zh_TW/kaohsiung-region/kaohsiung/restaurant/erge-shih-tang,720fb04a195e4d56ac18b374508ccf50.jpeg,c1f4cc5d585f43538222adc932fd594b.jpeg,1e1d734ee46f4bfc85c7d60165090bbb.jpeg,,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
三餐暖食,three-meals,餐廳位於寧靜的巷弄之內，風格簡潔素雅，其菜單以家常臺菜為主，熱門菜色包括新鮮爽脆的鹽酥中卷，還有香氣四溢的古懷三杯雞。老闆貼心地規劃了一人套餐，客人僅需點選主餐，便會隨附當日湯品、小菜、甜點與飲品，價格實惠，難怪深受在地人歡迎。若與親友聚會，也可點選四人或六人合菜，並提前訂位。,"苓雅區中興街167號, Kaohsiung, 臺灣",https://guide.michelin.com/tw/zh_TW/kaohsiung-region/kaohsiung/restaurant/three-meals,a515097ca59c42faa76dd3490998b396.jpeg,07f6a731bda04f21ac3a357463bdd646.jpeg,ab2e5523816345338773582b5f2ec79f.jpeg,0a98945b8f6d4df0a2afc35e592c5880.jpeg,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
態芮,tairroir,主廚何順凱兼具臺菜與法餐經驗，烹飪風格緊扣臺灣的風土民情。他透過廣泛運用在地食材，緊貼時令加以變化，將臺灣料理重新詮釋。單一套餐的概念取材自這片土地的飲食文化、經典美食，以及其兒時回憶，並多以諧音成語命名，使用餐過程增添趣味。以在地茶葉、時令水果和果乾構成的甜點，給饗宴畫下完美句點。,"中山區樂群三路299號6樓, Taipei, 104, 臺灣",https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/tairroir,c8f0ed16ae22427c9089015f9c374dee.jpeg,9c5c7e231f174ee0aebaa00aec7b9371.jpg,c2133cd1e3504af29a3474b84feef3c3.jpeg,aea4b26cf04a4e27b493bc1eb6899ace.jpg,3b121222e49646bc937e30f7de6225b0.jpg,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
咕嚕咕嚕原住民音樂餐廳,gulu-gulu,由排灣族老闆經營，漂流木設計的外觀，加上木雕和畫作，讓客人品嚐傳統排灣族料理的同時，也感受到濃厚人文氣息。主要供應炭烤菜色，食材來自部落耕種或老闆親採的野菜。推薦部落放山春雞，以特製香料料理，香氣四溢，多汁可口。特色料理如排灣月桃米粽、泰雅馬告香腸同樣值得一試。晚上有原住民族歌手駐唱，歌聲動人，氣氛熱絡。,"西區五權西四街13巷2號, Taichung, 臺灣",https://guide.michelin.com/tw/zh_TW/taichung-region/taichung/restaurant/gulu-gulu,1a7634fc9fe243f49d23955397f75580.jpeg,93d6a34d78624fe183df0e3f6ba5dbf3.jpeg,df2572d105ba4227b7e8cb1d71e83987.jpeg,b3c39b3c201440f597637e68b92c8caa.jpeg,bf801296dbed4506804eea1fcfed8a30.jpeg,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
一甲子餐飲,yi-jia-zi,位於艋舺祖師爺廟旁的臺南風味小店，至今已傳承了三代。老闆每天選用肥瘦均勻的五花肉，佐以自製小黃瓜、酸菜、滷豆乾，以及口感出眾的南部米，製作出招牌焢肉飯。此外，滷肉飯、刈包與麻豆碗粿也是店內熱門小吃，後者更限量供應。如果想嚐嚐北部口味，可以來一碗沙茶味道濃厚的豬血湯佐餐。,"萬華區康定路79號, Taipei, 108, 臺灣",https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/yi-jia-zi,1bb8fc2f0f4b4de8a993ff3efcb9122c.jpeg,21e633e9ec924466a4429c02d315e6b0.jpeg,3e477a350a7046789efd60efc788682a.jpeg,7c77e365ced242b09739d0a2727b772f.jpeg,7dadb64550bc4b95bd58f838bac900fb.jpeg,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
總裁藝文空間,ceo-1950,帶有庭院的日式洋房，建於1950年代，前身是臺灣中央銀行總裁的府邸，經修復後內部搖身一變，成為現代風格的歐式餐廳。用餐環境典雅溫馨，帶有歷史意涵，二樓更設有藝文空間，不定期舉辦展覽或活動。曾旅外的主廚精心規劃八道菜套餐，每季更換。平日中午則提供三道菜套餐，讓食客以美食相伴，度過輕鬆的午間時光。,"中山區新生北路三段62巷24號, Taipei, 臺灣",https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/ceo-1950,8213b08136cf4130a2c739a9f1e72100.jpeg,e738e60c6058432198523bad8e95ec63.jpg,610dbe93f2b14050b8649776de78bb4f.jpeg,0057df314a6040c2ba5ede01cd2931d3.jpeg,a21e618b2171480db829ccdd5280bfe6.jpg,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
阿城鵝肉 (中山),a-cheng-goose-zhongshan,提起鵝肉餐廳，阿城總是榜上有名。土城總店營業逾三十年，本分店在疫情後專注供應外帶服務，並在原址對面另闢樓高三層的新店，為客人提供相同菜單。餐廳選用重四至五斤的雲林鵝，有白斬及煙燻兩種口味，後者為招牌之選，並推薦口感較嫩的後半段鵝腿肉。此外，魯鵝胗、麻辣血和杏鮑菇香腸等也不能錯過。,"台北市中山區吉林路162號, Taipei, 104, 臺灣",https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/a-cheng-goose-zhongshan,df19428df7544f8c854845142fea3bb5.jpeg,78bd25d16ca64544b32ef0a26dedf696.jpg,8c5e53a6352d4f499466782ea1f677f8.jpeg,3cbcd411fc7340fa8146d852d08fc887.jpeg,7a4d225f20eb4e62966db100d34a4cc3.jpeg,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
和蒔炭火割烹,wamaki,店名為「和食」的諧音，由具二十多年日菜經驗的阿美族料理長掌杓，以炭火燒製新鮮魚料。食材多為在地出品，部分更源自料理長的臺東老家，甚至由他親自採集；他更自製具特色的鹽品，讓客人認識原住民的獨特食材。供應單一套餐，如欲品嚐更高價或多樣的食材，可於訂位時提出。店內用餐氛圍熱絡。,"中山區長安東路二段36巷1號, Taipei, 104, 臺灣",https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/wamaki,31389833bef04a409f7ad75275972ef5.jpeg,631a5f9744454aa2b883fe86a8a01eec.jpeg,77b122196bf84c5182b0405be5ea72e4.jpeg,3ebf76408a87492a9019d43b9e66bc1d.jpeg,95d5da7730cd4de395cab1eb76f0c3cd.jpeg,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
